,SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE,SYMBOL1
1236,PEARLPOLY.NS,Pearl Polymers Limited,EQ,11-Oct-95,10.0,1,INE844A01013,10,PEARLPOLY
1237,PEL.NS,Piramal Enterprises Limited,EQ,8-Feb-95,2.0,1,INE140A01024,2,PEL
1238,PENIND.NS,Pennar Industries Limited,EQ,25-Nov-10,5.0,1,INE932A01024,5,PENIND
1239,PENINLAND.NS,Peninsula Land Limited,EQ,8-Feb-95,2.0,1,INE138A01028,2,PENINLAND
1240,PERSISTENT.NS,Persistent Systems Limited,EQ,6-Apr-10,10.0,1,INE262H01013,10,PERSISTENT
1241,PETRONET.NS,Petronet LNG Limited,EQ,26-Mar-04,10.0,1,INE347G01014,10,PETRONET
1242,PFC.NS,Power Finance Corporation Limited,EQ,23-Feb-07,10.0,1,INE134E01011,10,PFC
1243,PFIZER.NS,Pfizer Limited,EQ,28-Apr-99,10.0,1,INE182A01018,10,PFIZER
1244,PFOCUS.NS,Prime Focus Limited,EQ,20-Jun-06,1.0,1,INE367G01038,1,PFOCUS
1245,PFS.NS,PTC India Financial Services Limited,EQ,30-Mar-11,10.0,1,INE560K01014,10,PFS
1246,PGEL.NS,PG Electroplast Limited,EQ,26-Sep-11,10.0,1,INE457L01011,10,PGEL
1247,PGHH.NS,Procter & Gamble Hygiene and Health Care Limited,EQ,7-Jul-04,10.0,1,INE179A01014,10,PGHH
1248,PGHL.NS,Procter & Gamble Health Limited,EQ,24-Apr-96,10.0,1,INE199A01012,10,PGHL
1249,PGIL.NS,Pearl Global Industries Limited,EQ,15-Feb-07,10.0,1,INE940H01014,10,PGIL
1250,PHOENIXLTD.NS,The Phoenix Mills Limited,EQ,23-Apr-07,2.0,1,INE211B01039,2,PHOENIXLTD
1251,PIDILITIND.NS,Pidilite Industries Limited,EQ,29-Mar-95,1.0,1,INE318A01026,1,PIDILITIND
1252,PIIND.NS,PI Industries Limited,EQ,15-Jun-11,1.0,1,INE603J01030,1,PIIND
1253,PILANIINVS.NS,Pilani Investment and Industries Corporation Limited,EQ,8-Dec-15,10.0,1,INE417C01014,10,PILANIINVS
1254,PILITA.NS,PIL ITALICA LIFESTYLE LIMITED,EQ,7-Oct-13,1.0,1,INE600A01035,1,PILITA
1255,PIONEEREMB.NS,Pioneer Embroideries Limited,EQ,16-May-06,10.0,1,INE156C01018,10,PIONEEREMB
1256,PITTIENG.NS,Pitti Engineering Limited,EQ,2-Feb-07,5.0,1,INE450D01021,5,PITTIENG
1257,PIXTRANS.NS,Pix Transmissions Limited,EQ,28-Apr-22,10.0,1,INE751B01018,10,PIXTRANS
1258,PKTEA.NS,The Peria Karamalai Tea & Produce Company Limited,BE,19-Aug-15,10.0,1,INE431F01018,10,PKTEA
1259,PLASTIBLEN.NS,Plastiblends India Limited,EQ,28-Dec-06,5.0,1,INE083C01022,5,PLASTIBLEN
1260,PNB.NS,Punjab National Bank,EQ,24-Apr-02,2.0,1,INE160A01022,2,PNB
1261,PNBGILTS.NS,PNB Gilts Limited,EQ,18-Sep-00,10.0,1,INE859A01011,10,PNBGILTS
1262,PNBHOUSING.NS,PNB Housing Finance Limited,EQ,7-Nov-16,10.0,1,INE572E01012,10,PNBHOUSING
1263,PNC.NS,Pritish Nandy Communications Limited,EQ,11-Dec-00,10.0,1,INE392B01011,10,PNC
1264,PNCINFRA.NS,PNC Infratech Limited,EQ,26-May-15,2.0,1,INE195J01029,2,PNCINFRA
1265,POCL.NS,Pondy Oxides & Chemicals Limited,EQ,6-Mar-23,10.0,1,INE063E01046,10,POCL
1266,PODDARHOUS.NS,Poddar Housing and Development Limited,BE,10-Apr-17,10.0,1,INE888B01018,10,PODDARHOUS
1267,PODDARMENT.NS,Poddar Pigments Limited,EQ,22-Nov-16,10.0,1,INE371C01013,10,PODDARMENT
1268,POKARNA.NS,Pokarna Limited,EQ,7-Jul-16,2.0,1,INE637C01025,2,POKARNA
1269,POLICYBZR.NS,PB Fintech Limited,EQ,15-Nov-21,2.0,1,INE417T01026,2,POLICYBZR
1270,POLYCAB.NS,Polycab India Limited,EQ,16-Apr-19,10.0,1,INE455K01017,10,POLYCAB
1271,POLYMED.NS,Poly Medicure Limited,EQ,7-Dec-11,5.0,1,INE205C01021,5,POLYMED
1272,POLYPLEX.NS,Polyplex Corporation Limited,EQ,11-Apr-03,10.0,1,INE633B01018,10,POLYPLEX
1273,PONNIERODE.NS,Ponni Sugars (Erode) Limited,EQ,16-Apr-02,10.0,1,INE838E01017,10,PONNIERODE
1274,POONAWALLA.NS,Poonawalla Fincorp Limited,EQ,27-Apr-04,2.0,1,INE511C01022,2,POONAWALLA
1275,POWERGRID.NS,Power Grid Corporation of India Limited,EQ,5-Oct-07,10.0,1,INE752E01010,10,POWERGRID
1276,POWERINDIA.NS,Hitachi Energy India Limited,EQ,30-Mar-20,2.0,1,INE07Y701011,2,POWERINDIA
1277,POWERMECH.NS,Power Mech Projects Limited,EQ,26-Aug-15,10.0,1,INE211R01019,10,POWERMECH
1278,PPAP.NS,PPAP Automotive Limited,EQ,11-Jan-08,10.0,1,INE095I01015,10,PPAP
1279,PPL.NS,Prakash Pipes Limited,EQ,14-Jun-19,10.0,1,INE050001010,10,PPL
1280,PPLPHARMA.NS,Piramal Pharma Limited,EQ,19-Oct-22,10.0,1,INE0DK501011,10,PPLPHARMA
1281,PRAENG.NS,Prajay Engineers Syndicate Limited,EQ,2-Jan-07,10.0,1,INE505C01016,10,PRAENG
1282,PRAJIND.NS,Praj Industries Limited,EQ,11-Oct-95,2.0,1,INE074A01025,2,PRAJIND
1283,PRAKASH.NS,Prakash Industries Limited,EQ,10-May-95,10.0,1,INE603A01013,10,PRAKASH
1284,PRAKASHSTL.NS,Prakash Steelage Limited,EQ,25-Aug-10,1.0,1,INE696K01024,1,PRAKASHSTL
1285,PRAXIS.NS,Praxis Home Retail Limited,EQ,31-Jan-18,5.0,1,INE546Y01022,5,PRAXIS
1286,PRECAM.NS,Precision Camshafts Limited,EQ,8-Feb-16,10.0,1,INE484I01029,10,PRECAM
1287,PRECOT.NS,Precot Limited,EQ,19-Aug-05,10.0,1,INE283A01014,10,PRECOT
1288,PRECWIRE.NS,Precision Wires India Limited,EQ,6-Sep-95,1.0,1,INE372C01037,1,PRECWIRE
1289,PREMEXPLN.NS,Premier Explosives Limited,EQ,17-Jun-16,10.0,1,INE863B01011,10,PREMEXPLN
1290,PREMIERPOL.NS,Premier Polyfilm Limited,EQ,13-Dec-95,5.0,1,INE309M01012,5,PREMIERPOL
1291,PRESSMN.NS,Pressman Advertising Limited,EQ,5-Jan-05,2.0,1,INE980A01023,2,PRESSMN
1292,PRESTIGE.NS,Prestige Estates Projects Limited,EQ,27-Oct-10,10.0,1,INE811K01011,10,PRESTIGE
1293,PRICOLLTD.NS,Pricol Limited,EQ,10-Feb-17,1.0,1,INE726V01018,1,PRICOLLTD
1294,PRIMESECU.NS,Prime Securities Limited,EQ,17-Jun-05,5.0,1,INE032B01021,5,PRIMESECU
1295,PRINCEPIPE.NS,Prince Pipes And Fittings Limited,EQ,30-Dec-19,10.0,1,INE689W01016,10,PRINCEPIPE
1296,PRITI.NS,Priti International Limited,EQ,2-Mar-22,10.0,1,INE974Z01015,10,PRITI
1297,PRITIKAUTO.NS,Pritika Auto Industries Limited,EQ,10-Aug-21,2.0,1,INE583R01029,2,PRITIKAUTO
1298,PRIVISCL.NS,Privi Speciality Chemicals Limited,EQ,8-May-15,10.0,1,INE959A01019,10,PRIVISCL
1299,PROZONINTU.NS,Prozone Intu Properties Limited,EQ,12-Sep-12,2.0,1,INE195N01013,2,PROZONINTU
1300,PRSMJOHNSN.NS,Prism Johnson Limited,EQ,20-Aug-03,10.0,1,INE010A01011,10,PRSMJOHNSN
1301,PRUDENT.NS,Prudent Corporate Advisory Services Limited,EQ,20-May-22,5.0,1,INE00F201020,5,PRUDENT
1302,PSB.NS,Punjab & Sind Bank,EQ,30-Dec-10,10.0,1,INE608A01012,10,PSB
1303,PSPPROJECT.NS,PSP Projects Limited,EQ,29-May-17,10.0,1,INE488V01015,10,PSPPROJECT
1304,PTC.NS,PTC India Limited,EQ,7-Apr-04,10.0,1,INE877F01012,10,PTC
1305,PTL.NS,PTL Enterprises Limited,EQ,29-Jan-07,1.0,1,INE034D01049,1,PTL
1306,PUNJABCHEM.NS,Punjab Chemicals & Crop Protection Limited,EQ,8-Mar-07,10.0,1,INE277B01014,10,PUNJABCHEM
1307,PURVA.NS,Puravankara Limited,EQ,30-Aug-07,5.0,1,INE323I01011,5,PURVA
1308,PVP.NS,PVP Ventures Limited,EQ,3-Apr-96,10.0,1,INE362A01016,10,PVP
1309,PVR.NS,PVR Limited,EQ,4-Jan-06,10.0,1,INE191H01014,10,PVR
1310,QUESS.NS,Quess Corp Limited,EQ,12-Jul-16,10.0,1,INE615P01015,10,QUESS
1311,QUICKHEAL.NS,Quick Heal Technologies Limited,EQ,18-Feb-16,10.0,1,INE306L01010,10,QUICKHEAL
1312,RADHIKAJWE.NS,Radhika Jeweltech Limited,EQ,18-Jul-22,10.0,1,INE583V01013,10,RADHIKAJWE
1313,RADIANTCMS.NS,Radiant Cash Management Services Limited,EQ,4-Jan-23,1.0,1,INE855R01021,1,RADIANTCMS
1314,RADICO.NS,Radico Khaitan Limited,EQ,18-Jun-03,2.0,1,INE944F01028,2,RADICO
1315,RADIOCITY.NS,Music Broadcast Limited,EQ,17-Mar-17,2.0,1,INE919I01024,2,RADIOCITY
1316,RAILTEL.NS,Railtel Corporation Of India Limited,EQ,26-Feb-21,10.0,1,INE0DD101019,10,RAILTEL
1317,RAIN.NS,Rain Industries Limited,EQ,3-Mar-08,2.0,1,INE855B01025,2,RAIN
1318,RAINBOW.NS,Rainbow Childrens Medicare Limited,EQ,10-May-22,10.0,1,INE961O01016,10,RAINBOW
1319,RAJESHEXPO.NS,Rajesh Exports Limited,EQ,9-Feb-00,1.0,1,INE343B01030,1,RAJESHEXPO
1320,RAJMET.NS,Rajnandini Metal Limited,EQ,16-Feb-21,1.0,1,INE00KV01022,1,RAJMET
1321,RAJRATAN.NS,Rajratan Global Wire Limited,EQ,22-May-20,2.0,1,INE451D01029,2,RAJRATAN
1322,RAJRILTD.NS,Raj Rayon Industries Limited,BE,16-Mar-22,1.0,1,INE533D01032,1,RAJRILTD
1323,RAJSREESUG.NS,Rajshree Sugars & Chemicals Limited,EQ,29-Mar-95,10.0,1,INE562B01019,10,RAJSREESUG
1324,RAJTV.NS,Raj Television Network Limited,EQ,16-Mar-07,5.0,1,INE952H01027,5,RAJTV
1325,RALLIS.NS,Rallis India Limited,EQ,1-Apr-99,1.0,1,INE613A01020,1,RALLIS
1326,RAMANEWS.NS,Shree Rama Newsprint Limited,EQ,20-Sep-06,10.0,1,INE278B01020,10,RAMANEWS
1327,RAMAPHO.NS,Rama Phosphates Limited,EQ,5-Aug-22,10.0,1,INE809A01024,10,RAMAPHO
1328,RAMASTEEL.NS,Rama Steel Tubes Limited,EQ,19-Aug-15,1.0,1,INE230R01035,1,RAMASTEEL
1329,RAMCOCEM.NS,The Ramco Cements Limited,EQ,9-Apr-97,1.0,1,INE331A01037,1,RAMCOCEM
1330,RAMCOIND.NS,Ramco Industries Limited,EQ,6-Nov-96,1.0,1,INE614A01028,1,RAMCOIND
1331,RAMCOSYS.NS,Ramco Systems Limited,EQ,12-Apr-00,10.0,1,INE246B01019,10,RAMCOSYS
1332,RAMKY.NS,Ramky Infrastructure Limited,EQ,8-Oct-10,10.0,1,INE874I01013,10,RAMKY
1333,RAMRAT.NS,Ram Ratna Wires Limited,EQ,29-Jul-22,5.0,1,INE207E01023,5,RAMRAT
1334,RANASUG.NS,Rana Sugars Limited,EQ,24-Feb-05,10.0,1,INE625B01014,10,RANASUG
1335,RANEENGINE.NS,Rane Engine Valve Limited,EQ,24-Jun-08,10.0,1,INE222J01013,10,RANEENGINE
1336,RANEHOLDIN.NS,Rane Holdings Limited,EQ,24-Sep-97,10.0,1,INE384A01010,10,RANEHOLDIN
1337,RATEGAIN.NS,Rategain Travel Technologies Limited,EQ,17-Dec-21,1.0,1,INE0CLI01024,1,RATEGAIN
1338,RATNAMANI.NS,Ratnamani Metals & Tubes Limited,EQ,9-May-06,2.0,1,INE703B01027,2,RATNAMANI
1339,RAYMOND.NS,Raymond Limited,EQ,18-Oct-95,10.0,1,INE301A01014,10,RAYMOND
1340,RBA.NS,Restaurant Brands Asia Limited,EQ,14-Dec-20,10.0,1,INE07T201019,10,RBA
1341,RBL.NS,Rane Brake Lining Limited,EQ,20-Jun-08,10.0,1,INE244J01017,10,RBL
1342,RBLBANK.NS,RBL Bank Limited,EQ,31-Aug-16,10.0,1,INE976G01028,10,RBLBANK
1343,RCF.NS,Rashtriya Chemicals and Fertilizers Limited,EQ,7-Jan-98,10.0,1,INE027A01015,10,RCF
1344,RECLTD.NS,REC Limited,EQ,12-Mar-08,10.0,1,INE020B01018,10,RECLTD
1345,REDINGTON.NS,Redington Limited,EQ,15-Feb-07,2.0,1,INE891D01026,2,REDINGTON
1346,REFEX.NS,Refex Industries Limited,EQ,3-Dec-09,10.0,1,INE056I01017,10,REFEX
1347,REGENCERAM.NS,Regency Ceramics Limited,BE,5-Jun-96,10.0,1,INE277C01012,10,REGENCERAM
1348,RELAXO.NS,Relaxo Footwears Limited,EQ,17-Jun-11,1.0,1,INE131B01039,1,RELAXO
1349,RELCAPITAL.NS,Reliance Capital Limited,BE,29-Nov-95,10.0,1,INE013A01015,10,RELCAPITAL
1350,RELCHEMQ.NS,Reliance Chemotex Industries Limited,EQ,25-May-22,10.0,1,INE750D01016,10,RELCHEMQ
1351,RELIANCE.NS,Reliance Industries Limited,EQ,29-Nov-95,10.0,1,INE002A01018,10,RELIANCE
1352,RELIGARE.NS,Religare Enterprises Limited,EQ,21-Nov-07,10.0,1,INE621H01010,10,RELIGARE
1353,RELINFRA.NS,Reliance Infrastructure Limited,EQ,8-Feb-95,10.0,1,INE036A01016,10,RELINFRA
1354,REMSONSIND.NS,Remsons Industries Limited,EQ,31-Jan-96,10.0,1,INE474C01015,10,REMSONSIND
1355,RENUKA.NS,Shree Renuka Sugars Limited,EQ,31-Oct-05,1.0,1,INE087H01022,1,RENUKA
1356,REPCOHOME.NS,Repco Home Finance Limited,EQ,1-Apr-13,10.0,1,INE612J01015,10,REPCOHOME
1357,REPL.NS,Rudrabhishek Enterprises Limited,EQ,14-Dec-20,10.0,1,INE364Z01019,10,REPL
1358,REPRO.NS,Repro India Limited,EQ,22-Dec-05,10.0,1,INE461B01014,10,REPRO
1359,RESPONIND.NS,Responsive Industries Limited,EQ,29-Oct-10,1.0,1,INE688D01026,1,RESPONIND
1360,REVATHI.NS,Revathi Equipment Limited,EQ,11-Aug-05,10.0,1,INE617A01013,10,REVATHI
1361,RGL.NS,Renaissance Global Limited,EQ,12-Dec-07,2.0,1,INE722H01024,2,RGL
1362,RHFL.NS,Reliance Home Finance Limited,BE,22-Sep-17,10.0,1,INE217K01011,10,RHFL
1363,RHIM.NS,RHI MAGNESITA INDIA LIMITED,EQ,12-Mar-12,1.0,1,INE743M01012,1,RHIM
1364,RHL.NS,Robust Hotels Limited,BE,25-Apr-23,10.0,1,INE508K01013,10,RHL
1365,RICOAUTO.NS,Rico Auto Industries Limited,EQ,12-May-03,1.0,1,INE209B01025,1,RICOAUTO
1366,RIIL.NS,Reliance Industrial Infrastructure Limited,EQ,29-Nov-95,10.0,1,INE046A01015,10,RIIL
1367,RITCO.NS,Ritco Logistics Limited,EQ,12-Apr-22,10.0,1,INE01EG01016,10,RITCO
1368,RITES.NS,RITES Limited,EQ,2-Jul-18,10.0,1,INE320J01015,10,RITES
1369,RKDL.NS,Ravi Kumar Distilleries Limited,BE,27-Dec-10,10.0,1,INE722J01012,10,RKDL
1370,RKEC.NS,RKEC Projects Limited,EQ,18-Dec-20,10.0,1,INE786W01010,10,RKEC
1371,RKFORGE.NS,Ramkrishna Forgings Limited,EQ,5-May-04,2.0,1,INE399G01023,2,RKFORGE
1372,RMCL.NS,Radha Madhav Corporation Limited,BZ,26-Nov-07,10.0,1,INE172H01014,10,RMCL
1373,RML.NS,Rane (Madras) Limited,EQ,30-Aug-05,10.0,1,INE050H01012,10,RML
1374,RNAVAL.NS,Reliance Naval and Engineering Limited,BZ,9-Oct-09,10.0,1,INE542F01012,10,RNAVAL
1375,ROHLTD.NS,Royal Orchid Hotels Limited,EQ,6-Feb-06,10.0,1,INE283H01019,10,ROHLTD
1376,ROLEXRINGS.NS,Rolex Rings Limited,EQ,9-Aug-21,10.0,1,INE645S01016,10,ROLEXRINGS
1377,ROLLT.NS,Rollatainers Limited,EQ,22-Nov-16,1.0,1,INE927A01040,1,ROLLT
1378,ROML.NS,Raj Oil Mills Limited,EQ,6-Oct-20,10.0,1,INE294G01026,10,ROML
1379,ROSSARI.NS,Rossari Biotech Limited,EQ,23-Jul-20,2.0,1,INE02A801020,2,ROSSARI
1380,ROSSELLIND.NS,Rossell India Limited,EQ,25-Sep-12,2.0,1,INE847C01020,2,ROSSELLIND
