,SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE,SYMBOL1
539,GANGESSECU.NS,Ganges Securities Limited,EQ,28-Jul-17,10.0,1,INE335W01016,10,GANGESSECU
540,GARFIBRES.NS,Garware Technical Fibres Limited,EQ,3-Apr-07,10.0,1,INE276A01018,10,GARFIBRES
541,GATEWAY.NS,Gateway Distriparks Limited,EQ,22-Mar-22,10.0,1,INE079J01017,10,GATEWAY
542,GATI.NS,GATI Limited,EQ,10-Oct-06,2.0,1,INE152B01027,2,GATI
543,GAYAHWS.NS,Gayatri Highways Limited,BE,28-Jun-18,2.0,1,INE287Z01012,2,GAYAHWS
544,GEECEE.NS,GeeCee Ventures Limited,EQ,4-Oct-06,10.0,1,INE916G01016,10,GEECEE
545,GEEKAYWIRE.NS,Geekay Wires Limited,EQ,6-Mar-20,10.0,1,INE669X01016,10,GEEKAYWIRE
546,GENCON.NS,Generic Engineering Construction and Projects Limited,EQ,16-Feb-21,5.0,1,INE854S01022,5,GENCON
547,GENESYS.NS,Genesys International Corporation Limited,EQ,23-Jan-03,5.0,1,INE727B01026,5,GENESYS
548,GENUSPAPER.NS,Genus Paper & Boards Limited,EQ,16-Feb-15,1.0,1,INE949P01018,1,GENUSPAPER
549,GENUSPOWER.NS,Genus Power Infrastructures Limited,EQ,8-Jul-05,1.0,1,INE955D01029,1,GENUSPOWER
550,GEOJITFSL.NS,Geojit Financial Services Limited,EQ,1-Jul-05,1.0,1,INE007B01023,1,GEOJITFSL
551,GEPIL.NS,GE Power India Limited,EQ,19-Apr-00,10.0,1,INE878A01011,10,GEPIL
552,GESHIP.NS,The Great Eastern Shipping Company Limited,EQ,27-Nov-06,10.0,1,INE017A01032,10,GESHIP
553,GET&D.NS,GE T&D India Limited,EQ,30-Jun-08,2.0,1,INE200A01026,2,GET&D
554,GFLLIMITED.NS,GFL Limited,EQ,25-May-95,1.0,1,INE538A01037,1,GFLLIMITED
555,GHCL.NS,GHCL Limited,EQ,31-Jul-03,10.0,1,INE539A01019,10,GHCL
556,GICHSGFIN.NS,GIC Housing Finance Limited,EQ,8-May-96,10.0,1,INE289B01019,10,GICHSGFIN
557,GICRE.NS,General Insurance Corporation of India,EQ,25-Oct-17,5.0,1,INE481Y01014,5,GICRE
558,GILLANDERS.NS,Gillanders Arbuthnot & Company Limited,EQ,14-Dec-09,10.0,1,INE047B01011,10,GILLANDERS
559,GILLETTE.NS,Gillette India Limited,EQ,30-Jul-03,10.0,1,INE322A01010,10,GILLETTE
560,GINNIFILA.NS,Ginni Filaments Limited,BE,10-May-95,10.0,1,INE424C01010,10,GINNIFILA
561,GIPCL.NS,Gujarat Industries Power Company Limited,EQ,8-Feb-95,10.0,1,INE162A01010,10,GIPCL
562,GISO-RE.NS,GI Engineering Sol-RE,BE,27-Apr-23,10.0,1,INE065J20016,10,GISO-RE
563,GISOLUTION.NS,GI Engineering Solutions Limited,BE,30-Jan-09,10.0,1,INE065J01016,10,GISOLUTION
564,GKWLIMITED.NS,GKW Limited,EQ,20-Jul-09,10.0,1,INE528A01020,10,GKWLIMITED
565,GLAND.NS,Gland Pharma Limited,EQ,20-Nov-20,1.0,1,INE068V01023,1,GLAND
566,GLAXO.NS,GlaxoSmithKline Pharmaceuticals Limited,EQ,15-Dec-00,10.0,1,INE159A01016,10,GLAXO
567,GLENMARK.NS,Glenmark Pharmaceuticals Limited,EQ,7-Feb-00,1.0,1,INE935A01035,1,GLENMARK
568,GLFL.NS,Gujarat Lease Financing Limited,EQ,8-Feb-95,10.0,1,INE540A01017,10,GLFL
569,GLOBAL.NS,Global Education Limited,EQ,7-Dec-20,5.0,1,INE291W01029,5,GLOBAL
570,GLOBALVECT.NS,Global Vectra Helicorp Limited,EQ,27-Oct-06,10.0,1,INE792H01019,10,GLOBALVECT
571,GLOBE.NS,Globe Textiles (India) Limited,EQ,7-Oct-20,2.0,1,INE581X01021,2,GLOBE
572,GLOBUSSPR.NS,Globus Spirits Limited,EQ,23-Sep-09,10.0,1,INE615I01010,10,GLOBUSSPR
573,GLS.NS,Glenmark Life Sciences Limited,EQ,6-Aug-21,2.0,1,INE03Q201024,2,GLS
574,GMBREW.NS,GM Breweries Limited,EQ,23-Aug-95,10.0,1,INE075D01018,10,GMBREW
575,GMDCLTD.NS,Gujarat Mineral Development Corporation Limited,EQ,17-Dec-97,2.0,1,INE131A01031,2,GMDCLTD
576,GMMPFAUDLR.NS,GMM Pfaudler Limited,EQ,5-Mar-18,2.0,1,INE541A01023,2,GMMPFAUDLR
577,GMRINFRA.NS,GMR Airports Infrastructure Limited,EQ,21-Aug-06,1.0,1,INE776C01039,1,GMRINFRA
578,GMRP&UI.NS,GMR Power and Urban Infra Limited,EQ,23-Mar-22,5.0,1,INE0CU601026,5,GMRP&UI
579,GNA.NS,GNA Axles Limited,EQ,26-Sep-16,10.0,1,INE934S01014,10,GNA
580,GNFC.NS,Gujarat Narmada Valley Fertilizers and Chemicals Limited,EQ,17-May-95,10.0,1,INE113A01013,10,GNFC
581,GOACARBON.NS,Goa Carbon Limited,EQ,5-Jun-07,10.0,1,INE426D01013,10,GOACARBON
582,GOCLCORP.NS,GOCL Corporation Limited,EQ,26-Jun-14,2.0,1,INE077F01035,2,GOCLCORP
583,GOCOLORS.NS,Go Fashion (India) Limited,EQ,30-Nov-21,10.0,1,INE0BJS01011,10,GOCOLORS
584,GODFRYPHLP.NS,Godfrey Phillips India Limited,EQ,24-Jul-96,2.0,1,INE260B01028,2,GODFRYPHLP
585,GODHA.NS,Godha Cabcon & Insulation Limited,EQ,24-Dec-20,1.0,1,INE925Y01036,1,GODHA
586,GODREJAGRO.NS,Godrej Agrovet Limited,EQ,16-Oct-17,10.0,1,INE850D01014,10,GODREJAGRO
587,GODREJCP.NS,Godrej Consumer Products Limited,EQ,20-Jun-01,1.0,1,INE102D01028,1,GODREJCP
588,GODREJIND.NS,Godrej Industries Limited,EQ,25-Feb-03,1.0,1,INE233A01035,1,GODREJIND
589,GODREJPROP.NS,Godrej Properties Limited,EQ,5-Jan-10,5.0,1,INE484J01027,5,GODREJPROP
590,GOKEX.NS,Gokaldas Exports Limited,EQ,27-Apr-05,5.0,1,INE887G01027,5,GOKEX
591,GOKUL.NS,Gokul Refoils and Solvent Limited,EQ,4-Jun-08,2.0,1,INE020J01029,2,GOKUL
592,GOKULAGRO.NS,Gokul Agro Resources Limited,EQ,11-Mar-16,2.0,1,INE314T01025,2,GOKULAGRO
593,GOLDIAM.NS,Goldiam International Limited,EQ,29-Aug-05,2.0,1,INE025B01025,2,GOLDIAM
594,GOLDTECH.NS,Goldstone Technologies Limited,BE,11-Apr-01,10.0,1,INE805A01014,10,GOLDTECH
595,GOODLUCK.NS,Goodluck India Limited,EQ,8-Jan-15,2.0,1,INE127I01024,2,GOODLUCK
596,GOODYEAR.NS,Goodyear India Limited,EQ,28-Dec-94,10.0,1,INE533A01012,10,GOODYEAR
597,GOYALALUM.NS,Goyal Aluminiums Limited,BE,4-Nov-22,1.0,1,INE705X01026,1,GOYALALUM
598,GPIL.NS,Godawari Power And Ispat limited,EQ,25-Apr-06,5.0,1,INE177H01021,5,GPIL
599,GPPL.NS,Gujarat Pipavav Port Limited,EQ,9-Sep-10,10.0,1,INE517F01014,10,GPPL
600,GPTINFRA.NS,GPT Infraprojects Limited,EQ,11-Jul-16,10.0,1,INE390G01014,10,GPTINFRA
601,GRANULES.NS,Granules India Limited,EQ,20-Jun-05,1.0,1,INE101D01020,1,GRANULES
602,GRAPHITE.NS,Graphite India Limited,EQ,7-Feb-03,2.0,1,INE371A01025,2,GRAPHITE
603,GRASIM.NS,Grasim Industries Limited,EQ,10-May-95,2.0,1,INE047A01021,2,GRASIM
604,GRAUWEIL.NS,Grauer & Weil (India) Limited,EQ,5-Aug-21,1.0,1,INE266D01021,1,GRAUWEIL
605,GRAVITA.NS,Gravita India Limited,EQ,16-Nov-10,2.0,1,INE024L01027,2,GRAVITA
606,GREAVESCOT.NS,Greaves Cotton Limited,EQ,9-Sep-04,2.0,1,INE224A01026,2,GREAVESCOT
607,GREENLAM.NS,Greenlam Industries Limited,EQ,2-Mar-15,1.0,1,INE544R01021,1,GREENLAM
608,GREENPANEL.NS,Greenpanel Industries Limited,EQ,23-Oct-19,1.0,1,INE08ZM01014,1,GREENPANEL
609,GREENPLY.NS,Greenply Industries Limited,EQ,6-Mar-96,1.0,1,INE461C01038,1,GREENPLY
610,GREENPOWER.NS,Orient Green Power Company Limited,EQ,8-Oct-10,10.0,1,INE999K01014,10,GREENPOWER
611,GRINDWELL.NS,Grindwell Norton Limited,EQ,11-Sep-06,5.0,1,INE536A01023,5,GRINDWELL
612,GRINFRA.NS,G R Infraprojects Limited,EQ,19-Jul-21,5.0,1,INE201P01022,5,GRINFRA
613,GRMOVER.NS,GRM Overseas Limited,EQ,7-Sep-22,2.0,1,INE192H01020,2,GRMOVER
614,GROBTEA.NS,The Grob Tea Company Limited,EQ,14-Jul-16,10.0,1,INE646C01018,10,GROBTEA
615,GRPLTD.NS,GRP Limited,BE,12-Feb-15,10.0,1,INE137I01015,10,GRPLTD
616,GRSE.NS,Garden Reach Shipbuilders & Engineers Limited,EQ,10-Oct-18,10.0,1,INE382Z01011,10,GRSE
617,GRWRHITECH.NS,Garware Hi-Tech Films Limited,EQ,3-Feb-22,10.0,1,INE291A01017,10,GRWRHITECH
618,GSFC.NS,Gujarat State Fertilizers & Chemicals Limited,EQ,6-Sep-95,2.0,1,INE026A01025,2,GSFC
619,GSLSU.NS,Global Surfaces Limited,EQ,23-Mar-23,10.0,1,INE0JSX01015,10,GSLSU
620,GSPL.NS,Gujarat State Petronet Limited,EQ,16-Feb-06,10.0,1,INE246F01010,10,GSPL
621,GSS.NS,GSS Infotech Limited,EQ,7-Mar-08,10.0,1,INE871H01011,10,GSS
622,GTL.NS,GTL Limited,EQ,29-Mar-95,10.0,1,INE043A01012,10,GTL
623,GTLINFRA.NS,GTL Infrastructure Limited,EQ,9-Nov-06,10.0,1,INE221H01019,10,GTLINFRA
624,GTPL.NS,GTPL Hathway Limited,EQ,4-Jul-17,10.0,1,INE869I01013,10,GTPL
625,GUFICBIO.NS,Gufic Biosciences Limited,EQ,19-Oct-04,1.0,1,INE742B01025,1,GUFICBIO
626,GUJALKALI.NS,Gujarat Alkalies and Chemicals Limited,EQ,7-Aug-97,10.0,1,INE186A01019,10,GUJALKALI
627,GUJAPOLLO.NS,Gujarat Apollo Industries Limited,EQ,4-Jun-07,10.0,1,INE826C01016,10,GUJAPOLLO
628,GUJGASLTD.NS,Gujarat Gas Limited,EQ,15-Sep-15,2.0,1,INE844O01030,2,GUJGASLTD
629,GUJRAFFIA.NS,Gujarat Raffia Industries Limited,BE,9-Oct-96,10.0,1,INE610B01024,10,GUJRAFFIA
630,GULFOILLUB.NS,Gulf Oil Lubricants India Limited,EQ,31-Jul-14,2.0,1,INE635Q01029,2,GULFOILLUB
631,GULFPETRO.NS,GP Petroleums Limited,EQ,24-Sep-04,5.0,1,INE586G01017,5,GULFPETRO
632,GULPOLY.NS,Gulshan Polyols Limited,EQ,28-Jan-15,1.0,1,INE255D01024,1,GULPOLY
633,GVKPIL.NS,GVK Power & Infrastructure Limited,EQ,27-Feb-06,1.0,1,INE251H01024,1,GVKPIL
634,HAL.NS,Hindustan Aeronautics Limited,EQ,28-Mar-18,10.0,1,INE066F01012,10,HAL
635,HAPPSTMNDS.NS,Happiest Minds Technologies Limited,EQ,17-Sep-20,2.0,1,INE419U01012,2,HAPPSTMNDS
636,HARDWYN.NS,Hardwyn India Limited,EQ,12-Apr-22,10.0,1,INE626Z01011,10,HARDWYN
637,HARIOMPIPE.NS,Hariom Pipe Industries Limited,EQ,13-Apr-22,10.0,1,INE00EV01017,10,HARIOMPIPE
638,HARRMALAYA.NS,Harrisons  Malayalam Limited,EQ,8-Feb-95,10.0,1,INE544A01019,10,HARRMALAYA
639,HARSHA.NS,Harsha Engineers International Limited,EQ,26-Sep-22,10.0,1,INE0JUS01029,10,HARSHA
640,HATHWAY.NS,Hathway Cable & Datacom Limited,EQ,25-Feb-10,2.0,1,INE982F01036,2,HATHWAY
641,HATSUN.NS,Hatsun Agro Product Limited,EQ,20-Jun-14,1.0,1,INE473B01035,1,HATSUN
642,HAVELLS.NS,Havells India Limited,EQ,21-Mar-01,1.0,1,INE176B01034,1,HAVELLS
643,HAVISHA.NS,Sri Havisha Hospitality and Infrastructure Limited,BE,16-Feb-00,2.0,1,INE293B01029,2,HAVISHA
644,HBLPOWER.NS,HBL Power Systems Limited,EQ,4-Jan-07,1.0,1,INE292B01021,1,HBLPOWER
645,HBSL.NS,HB Stockholdings Limited,EQ,23-Jul-18,10.0,1,INE550B01022,10,HBSL
646,HCC.NS,Hindustan Construction Company Limited,EQ,1-Apr-03,1.0,1,INE549A01026,1,HCC
647,HCG.NS,Healthcare Global Enterprises Limited,EQ,30-Mar-16,10.0,1,INE075I01017,10,HCG
648,HCL-INSYS.NS,HCL Infosystems Limited,EQ,1-Jan-97,2.0,1,INE236A01020,2,HCL-INSYS
649,HCLTECH.NS,HCL Technologies Limited,EQ,6-Jan-00,2.0,1,INE860A01027,2,HCLTECH
650,HDFC.NS,Housing Development Finance Corporation Limited,EQ,23-Oct-96,2.0,1,INE001A01036,2,HDFC
651,HDFCAMC.NS,HDFC Asset Management Company Limited,EQ,6-Aug-18,5.0,1,INE127D01025,5,HDFCAMC
652,HDFCBANK.NS,HDFC Bank Limited,EQ,8-Nov-95,1.0,1,INE040A01034,1,HDFCBANK
653,HDFCLIFE.NS,HDFC Life Insurance Company Limited,EQ,17-Nov-17,10.0,1,INE795G01014,10,HDFCLIFE
654,HEADSUP.NS,Heads UP Ventures Limited,EQ,14-Dec-16,10.0,1,INE759V01019,10,HEADSUP
655,HECPROJECT.NS,HEC Infra Projects Limited,EQ,30-Dec-21,10.0,1,INE558R01013,10,HECPROJECT
656,HEG.NS,HEG Limited,EQ,10-May-95,10.0,1,INE545A01016,10,HEG
657,HEIDELBERG.NS,HeidelbergCement India Limited,EQ,15-Mar-95,10.0,1,INE578A01017,10,HEIDELBERG
658,HEMIPROP.NS,Hemisphere Properties India Limited,EQ,22-Oct-20,10.0,1,INE0AJG01018,10,HEMIPROP
659,HERANBA.NS,Heranba Industries Limited,EQ,5-Mar-21,10.0,1,INE694N01015,10,HERANBA
660,HERCULES.NS,Hercules Hoists Limited,EQ,19-Feb-08,1.0,1,INE688E01024,1,HERCULES
661,HERITGFOOD.NS,Heritage Foods Limited,EQ,27-Nov-96,5.0,1,INE978A01027,5,HERITGFOOD
662,HEROMOTOCO.NS,Hero MotoCorp Limited,EQ,11-Apr-03,2.0,1,INE158A01026,2,HEROMOTOCO
663,HESTERBIO.NS,Hester Biosciences Limited,EQ,13-Mar-15,10.0,1,INE782E01017,10,HESTERBIO
664,HEUBACHIND.NS,Heubach Colorants India Limited,EQ,14-Jun-95,10.0,1,INE492A01029,10,HEUBACHIND
665,HEXATRADEX.NS,Hexa Tradex Limited,EQ,20-Apr-12,2.0,1,INE750M01017,2,HEXATRADEX
666,HFCL.NS,HFCL Limited,EQ,9-Mar-11,1.0,1,INE548A01028,1,HFCL
667,HGINFRA.NS,H.G. Infra Engineering Limited,EQ,9-Mar-18,10.0,1,INE926X01010,10,HGINFRA
668,HGS.NS,Hinduja Global Solutions Limited,EQ,19-Jun-07,10.0,1,INE170I01016,10,HGS
669,HIKAL.NS,Hikal Limited,EQ,14-Feb-01,2.0,1,INE475B01022,2,HIKAL
670,HIL.NS,HIL Limited,EQ,26-Apr-95,10.0,1,INE557A01011,10,HIL
671,HILTON.NS,Hilton Metal Forging Limited,BE,24-May-07,10.0,1,INE788H01017,10,HILTON
672,HIMATSEIDE.NS,Himatsingka Seide Limited,EQ,8-Feb-95,5.0,1,INE049A01027,5,HIMATSEIDE
673,HINDALCO.NS,Hindalco Industries Limited,EQ,8-Jan-97,1.0,1,INE038A01020,1,HINDALCO
674,HINDCOMPOS.NS,Hindustan Composites Limited,EQ,8-May-96,5.0,1,INE310C01029,5,HINDCOMPOS
675,HINDCON.NS,Hindcon Chemicals Limited,EQ,5-Jul-21,10.0,1,INE642Y01011,10,HINDCON
676,HINDCOPPER.NS,Hindustan Copper Limited,EQ,15-Sep-10,5.0,1,INE531E01026,5,HINDCOPPER
677,HINDMOTORS.NS,Hindustan Motors Limited,EQ,21-Feb-11,5.0,1,INE253A01025,5,HINDMOTORS
678,HINDOILEXP.NS,Hindustan Oil Exploration Company Limited,EQ,23-Sep-03,10.0,1,INE345A01011,10,HINDOILEXP
679,HINDPETRO.NS,Hindustan Petroleum Corporation Limited,EQ,17-Jun-98,10.0,1,INE094A01015,10,HINDPETRO
680,HINDUNILVR.NS,Hindustan Unilever Limited,EQ,6-Jul-95,1.0,1,INE030A01027,1,HINDUNILVR
681,HINDWAREAP.NS,Hindware Home Innovation Limited,EQ,26-Dec-19,2.0,1,INE05AN01011,2,HINDWAREAP
682,HINDZINC.NS,Hindustan Zinc Limited,EQ,21-Nov-06,2.0,1,INE267A01025,2,HINDZINC
683,HIRECT.NS,Hind Rectifiers Limited,EQ,26-Dec-06,2.0,1,INE835D01023,2,HIRECT
684,HISARMETAL.NS,Hisar Metal Industries Limited,EQ,5-Jan-17,10.0,1,INE598C01011,10,HISARMETAL
685,HITECH.NS,Hi-Tech Pipes Limited,EQ,7-May-18,1.0,1,INE106T01025,1,HITECH
686,HITECHCORP.NS,Hitech Corporation Limited,EQ,20-Dec-07,10.0,1,INE120D01012,10,HITECHCORP
687,HITECHGEAR.NS,The Hi-Tech Gears Limited,EQ,21-Jan-02,10.0,1,INE127B01011,10,HITECHGEAR
688,HLEGLAS.NS,HLE Glascoat Limited,EQ,9-Feb-23,2.0,1,INE461D01028,2,HLEGLAS
689,HLVLTD.NS,HLV LIMITED,EQ,19-Jul-95,2.0,1,INE102A01024,2,HLVLTD
690,HMT.NS,HMT Limited,BZ,29-Aug-03,10.0,1,INE262A01018,10,HMT
691,HMVL.NS,Hindustan Media Ventures Limited,EQ,21-Jul-10,10.0,1,INE871K01015,10,HMVL
692,HNDFDS.NS,Hindustan Foods Limited,EQ,19-Aug-19,2.0,1,INE254N01026,2,HNDFDS
693,HOMEFIRST.NS,Home First Finance Company India Limited,EQ,3-Feb-21,2.0,1,INE481N01025,2,HOMEFIRST
694,HONAUT.NS,Honeywell Automation India Limited,EQ,18-Jul-03,10.0,1,INE671A01010,10,HONAUT
695,HONDAPOWER.NS,Honda India Power Products Limited,EQ,1-Apr-03,10.0,1,INE634A01018,10,HONDAPOWER
696,HOVS.NS,HOV Services Limited,EQ,27-Sep-06,10.0,1,INE596H01014,10,HOVS
697,HPAL.NS,HP Adhesives Limited,EQ,27-Dec-21,10.0,1,INE0GSL01016,10,HPAL
698,HPIL.NS,Hindprakash Industries Limited,BE,7-Nov-22,10.0,1,INE05X901010,10,HPIL
699,HPL.NS,HPL Electric & Power Limited,EQ,4-Oct-16,10.0,1,INE495S01016,10,HPL
700,HSCL.NS,Himadri Speciality Chemical Limited,EQ,2-Mar-07,1.0,1,INE019C01026,1,HSCL
701,HTMEDIA.NS,HT Media Limited,EQ,1-Sep-05,2.0,1,INE501G01024,2,HTMEDIA
702,HUBTOWN.NS,Hubtown Limited,EQ,7-Feb-07,10.0,1,INE703H01016,10,HUBTOWN
703,HUDCO.NS,Housing & Urban Development Corporation Limited,EQ,19-May-17,10.0,1,INE031A01017,10,HUDCO
704,HUHTAMAKI.NS,Huhtamaki India Limited,EQ,1-Oct-04,2.0,1,INE275B01026,2,HUHTAMAKI
705,HYBRIDFIN.NS,Hybrid Financial Services Limited,EQ,5-Dec-22,5.0,1,INE965B01022,5,HYBRIDFIN
706,IBREALEST.NS,Indiabulls Real Estate Limited,EQ,23-Mar-07,2.0,1,INE069I01010,2,IBREALEST
707,IBULHSGFIN.NS,Indiabulls Housing Finance Limited,EQ,23-Jul-13,2.0,1,INE148I01020,2,IBULHSGFIN
708,ICDSLTD.NS,ICDS Limited,BE,17-Nov-99,10.0,1,INE613B01010,10,ICDSLTD
709,ICEMAKE.NS,Ice Make Refrigeration Limited,EQ,12-Oct-20,10.0,1,INE520Y01019,10,ICEMAKE
710,ICICIBANK.NS,ICICI Bank Limited,EQ,17-Sep-97,2.0,1,INE090A01021,2,ICICIBANK
711,ICICIGI.NS,ICICI Lombard General Insurance Company Limited,EQ,27-Sep-17,10.0,1,INE765G01017,10,ICICIGI
712,ICICIPRULI.NS,ICICI Prudential Life Insurance Company Limited,EQ,29-Sep-16,10.0,1,INE726G01019,10,ICICIPRULI
713,ICIL.NS,Indo Count Industries Limited,EQ,12-Sep-05,2.0,1,INE483B01026,2,ICIL
714,ICRA.NS,ICRA Limited,EQ,13-Apr-07,10.0,1,INE725G01011,10,ICRA
715,IDBI.NS,IDBI Bank Limited,EQ,20-Sep-95,10.0,1,INE008A01015,10,IDBI
716,IDEA.NS,Vodafone Idea Limited,EQ,9-Mar-07,10.0,1,INE669E01016,10,IDEA
717,IDFC.NS,IDFC Limited,EQ,12-Aug-05,10.0,1,INE043D01016,10,IDFC
718,IDFCFIRSTB.NS,IDFC First Bank Limited,EQ,6-Nov-15,10.0,1,INE092T01019,10,IDFCFIRSTB
719,IEL.NS,Indiabulls Enterprises Limited,EQ,27-Dec-22,2.0,1,INE059901020,2,IEL
720,IEX.NS,Indian Energy Exchange Limited,EQ,23-Oct-17,1.0,1,INE022Q01020,1,IEX
721,IFBAGRO.NS,IFB Agro Industries Limited,EQ,3-Apr-96,10.0,1,INE076C01018,10,IFBAGRO
722,IFBIND.NS,IFB Industries Limited,EQ,29-Mar-95,10.0,1,INE559A01017,10,IFBIND
723,IFCI.NS,IFCI Limited,EQ,26-Apr-95,10.0,1,INE039A01010,10,IFCI
724,IFGLEXPOR.NS,IFGL Refractories Limited,EQ,14-Nov-17,10.0,1,INE133Y01011,10,IFGLEXPOR
725,IGARASHI.NS,Igarashi Motors India Limited,EQ,9-Oct-03,10.0,1,INE188B01013,10,IGARASHI
726,IGL.NS,Indraprastha Gas Limited,EQ,26-Dec-03,2.0,1,INE203G01027,2,IGL
727,IGPL.NS,IG Petrochemicals Limited,EQ,29-Jan-07,10.0,1,INE204A01010,10,IGPL
728,IIFL.NS,IIFL Finance Limited,EQ,17-May-05,2.0,1,INE530B01024,2,IIFL
729,IIFLSEC.NS,IIFL Securities Limited,EQ,20-Sep-19,2.0,1,INE489L01022,2,IIFLSEC
730,IITL.NS,Industrial Investment Trust Limited,EQ,17-Aug-10,10.0,1,INE886A01014,10,IITL
731,IL&FSENGG.NS,IL&FS Engineering and Construction Company Limited,BZ,25-Oct-07,10.0,1,INE369I01014,10,IL&FSENGG
732,IL&FSTRANS.NS,IL&FS Transportation Networks Limited,BZ,30-Mar-10,10.0,1,INE975G01012,10,IL&FSTRANS
733,IMAGICAA.NS,Imagicaaworld Entertainment Limited,EQ,6-Apr-15,10.0,1,INE172N01012,10,IMAGICAA
734,IMFA.NS,Indian Metals & Ferro Alloys Limited,EQ,23-Jul-10,10.0,1,INE919H01018,10,IMFA
735,IMPAL.NS,India Motor Parts and Accessories Limited,EQ,7-Oct-05,10.0,1,INE547E01014,10,IMPAL
736,IMPEXFERRO.NS,Impex Ferro Tech Limited,BE,3-Feb-05,10.0,1,INE691G01015,10,IMPEXFERRO
737,INCREDIBLE.NS,INCREDIBLE INDUSTRIES LIMITED,EQ,1-Jul-16,10.0,1,INE452L01012,10,INCREDIBLE
738,INDBANK.NS,Indbank Merchant Banking Services Limited,EQ,8-Oct-08,10.0,1,INE841B01017,10,INDBANK
739,INDHOTEL.NS,The Indian Hotels Company Limited,EQ,3-Jul-96,1.0,1,INE053A01029,1,INDHOTEL
740,INDIACEM.NS,The India Cements Limited,EQ,31-May-00,10.0,1,INE383A01012,10,INDIACEM
741,INDIAGLYCO.NS,India Glycols Limited,EQ,1-Jul-05,10.0,1,INE560A01015,10,INDIAGLYCO
742,INDIAMART.NS,Indiamart Intermesh Limited,EQ,4-Jul-19,10.0,1,INE933S01016,10,INDIAMART
743,INDIANB.NS,Indian Bank,EQ,1-Mar-07,10.0,1,INE562A01011,10,INDIANB
744,INDIANCARD.NS,Indian Card Clothing Company Limited,EQ,8-Jan-97,10.0,1,INE061A01014,10,INDIANCARD
745,INDIANHUME.NS,Indian Hume Pipe Company Limited,EQ,30-Aug-95,2.0,1,INE323C01030,2,INDIANHUME
746,INDIGO.NS,InterGlobe Aviation Limited,EQ,10-Nov-15,10.0,1,INE646L01027,10,INDIGO
747,INDIGOPNTS.NS,Indigo Paints Limited,EQ,2-Feb-21,10.0,1,INE09VQ01012,10,INDIGOPNTS
748,INDNIPPON.NS,India Nippon Electricals Limited,EQ,7-May-97,5.0,1,INE092B01025,5,INDNIPPON
749,INDOAMIN.NS,Indo Amines Limited,EQ,29-Apr-22,5.0,1,INE760F01028,5,INDOAMIN
750,INDOBORAX.NS,Indo Borax & Chemicals Limited,EQ,29-Mar-22,1.0,1,INE803D01021,1,INDOBORAX
751,INDOCO.NS,Indoco Remedies Limited,EQ,14-Jan-05,2.0,1,INE873D01024,2,INDOCO
752,INDORAMA.NS,Indo Rama Synthetics (India) Limited,EQ,20-Jun-03,10.0,1,INE156A01020,10,INDORAMA
753,INDOSTAR.NS,IndoStar Capital Finance Limited,BE,21-May-18,10.0,1,INE896L01010,10,INDOSTAR
754,INDOTECH.NS,Indo Tech Transformers Limited,EQ,16-Mar-06,10.0,1,INE332H01014,10,INDOTECH
755,INDOTHAI.NS,Indo Thai Securities Limited,BE,2-Nov-11,10.0,1,INE337M01013,10,INDOTHAI
756,INDOWIND.NS,Indowind Energy Limited,EQ,14-Sep-07,10.0,1,INE227G01018,10,INDOWIND
757,INDRAMEDCO.NS,Indraprastha Medical Corporation Limited,BE,17-Apr-97,10.0,1,INE681B01017,10,INDRAMEDCO
758,INDSWFTLAB.NS,Ind-Swift Laboratories Limited,EQ,2-Jul-97,10.0,1,INE915B01019,10,INDSWFTLAB
759,INDSWFTLTD.NS,Ind-Swift Limited,EQ,18-Oct-04,2.0,1,INE788B01028,2,INDSWFTLTD
760,INDTERRAIN.NS,Indian Terrain Fashions Limited,EQ,11-Mar-11,2.0,1,INE611L01021,2,INDTERRAIN
761,INDUSINDBK.NS,IndusInd Bank Limited,EQ,28-Jan-98,10.0,1,INE095A01012,10,INDUSINDBK
762,INDUSTOWER.NS,Indus Towers Limited,EQ,28-Dec-12,10.0,1,INE121J01017,10,INDUSTOWER
763,INFIBEAM.NS,Infibeam Avenues Limited,EQ,4-Apr-16,1.0,1,INE483S01020,1,INFIBEAM
764,INFOBEAN.NS,InfoBeans Technologies Limited,EQ,15-Jul-19,10.0,1,INE344S01016,10,INFOBEAN
765,INFOMEDIA.NS,Infomedia Press Limited,EQ,12-Oct-06,10.0,1,INE669A01022,10,INFOMEDIA
766,INFY.NS,Infosys Limited,EQ,8-Feb-95,5.0,1,INE009A01021,5,INFY
767,INGERRAND.NS,Ingersoll Rand (India) Limited,EQ,15-Apr-99,10.0,1,INE177A01018,10,INGERRAND
768,INOXGREEN.NS,Inox Green Energy Services Limited,EQ,23-Nov-22,10.0,1,INE510W01014,10,INOXGREEN
769,INOXWIND.NS,Inox Wind Limited,EQ,9-Apr-15,10.0,1,INE066P01011,10,INOXWIND
770,INSECTICID.NS,Insecticides (India) Limited,EQ,30-May-07,10.0,1,INE070I01018,10,INSECTICID
771,INSPIRISYS.NS,Inspirisys Solutions Limited,BE,30-Oct-06,10.0,1,INE020G01017,10,INSPIRISYS
772,INTELLECT.NS,Intellect Design Arena Limited,EQ,18-Dec-14,5.0,1,INE306R01017,5,INTELLECT
