Ticker,Name,Exchange,Category
SAIL.NS,Steel Authority of India Limited,NSI,Steel & Iron
STCINDIA6.BO,STCINDIA6.BO,BSE,
TINPLATE-EQ.NS,THE TINPLATE COMPANY OF INDIA L,NSI,
UNITEDBNK.NS,United Bank of India,NSI,Money Center Banks
OFSS6.BO,OFSS6.BO,BSE,
OFSTECH.BO,OFS Technologies Limited,BSE,
SCI4.BO,SCI4.BO,BSE,
BANKBARODA.NS,Bank of Baroda,NSI,Money Center Banks
UNITEDBNK.BO,United Bank of India,BSE,
UNIOFFICE.BO,Universal Office Automation Ltd.,BSE,
UNIONBANK.BO,Union Bank of India,BSE,
TFCILTD.BO,TOURISM FINANCE CORPORATION OF,BSE,
SBIN.BO,STATE BANK OF INDIA,BSE,
POWERGRID.BO,Power Grid Corporation of India Limited,BSE,
MYSOREBANK.NS,State Bank of Mysore,NSI,
POWERGRID4.BO,POWERGRID4.BO,BSE,
SCI6.BO,SCI6.BO,BSE,
STEELTUBES.BO,STEEL TUBES OF INDIA LTD.,BSE,
TFCILTD.NS,Tourism Finance Corporation of India Limited,NSI,Credit Services
WHIRLPOOL-EQ.NS,WHIRLPOOL OF INDIA LIMITED,NSI,
OILCOUNTUB.BO,OIL COUNTRY TUBULAR LTD.,BSE,
OILCOUNTUB.NS,Oil Country Tubular Limited,NSI,Oil & Gas Equipment & Services
RAJOIL.NS,Raj Oil Mills Limited,NSI,Food - Major Diversified
SOTL.BO,Savita Oil Technologies Limited,BSE,
SOTL.NS,Savita Oil Technologies Limited,NSI,Specialty Chemicals
TIDEWATER.BO,TIDE WATER OIL (INDIA) LTD.,BSE,
OIL6.BO,OIL6.BO,BSE,
INTSTOIL.BO,Inter State Oil Carrier Ltd.,BSE,
SOTL-EQ.NS,SAVITA OIL TECHNOLOGIES LIMITED,NSI,
OLYMPTX.BO,Olympia Industries Ltd.,BSE,
OLYMTFI.BO,OLYMPIC MANAGEMENT & FINANCIAL,BSE,
OLPCL.BO,OLYMPIC CARDS LTD.,BSE,
OLYCAP.BO,OLYMPIA CAPITALS LTD.,BSE,
OMANSH.BO,OMANSH ENTERPRISES LTD,BSE,
OMKARCHEM.NS,Omkar Speciality Chemicals Limited,NSI,Specialty Chemicals
OMKARPH.BO,OMKAR PHARMACHEM LTD.,BSE,
OMMETALS6.BO,OMMETALS6.BO,BSE,
OMNITECH.NS,Omnitech Infosolutions Ltd,NSI,Information Technology Services
OMMETALS.NS,Om Metals Infraprojects Limited,NSI,General Contractors
OMAXAUTO.BO,OMAX AUTOS LTD.,BSE,
OMNITEX.BO,Omnitex Industries (India) Limited,BSE,
OMAXE-EQ.NS,OMAXE LIMITED,NSI,
OMEGAIN.BO,Omega Interactive Technologies Limited,BSE,
SHREETULSI.BO,SHREE TULSI ONLINE.COM LTD.,BSE,
ONTRACK.BO,Ontrack Systems Limited,BSE,
ONIDSAK.BO,ONIDA SAKA LTD.,BSE,
ONMOBBBPH.BO,ONMOBGLO,BSE,
OTML.BO,ONESOURCE TECHMEDIA LTD.,BSE,
STOREONE-EQ.NS,STORE ONE RETAIL INR10,NSI,
ONIDA.BO,ONIDA.BO,BSE,
ONELIFECAP-EQ.NS,ONELIFE CAPITAL ADVISORS LIMITE,NSI,
ONWARDTEC.BO,ONWARD TECHNOLOGIES LTD.,BSE,
OPCHAINS.BO,O. P. Chains Limited,BSE,
OPTIFIN.BO,Optimus Finance Limited,BSE,
ORIENTALTL.NS,Oriental Trimex Limited,NSI,General Building Materials
ORIQUAL.BO,ORIQUAL.BO,BSE,
ORVENPR.BO,Oriental Veneer Products Ltd.,BSE,
ORICON.BO,Oricon Enterprises Limited,BSE,
SMRUTHI.BO,Smruthi Organics Limited,BSE,
ORISSAMINE.BO,ORISSA MINERALS DEVELOPMENT CO,BSE,
ORIENTLTD.NS,Orient Press Limited,NSI,Packaging & Containers
ORIENTTR.BO,ORIENT TRADELINK LTD.,BSE,
VINATIORGA-EQ.NS,VINATI ORGANICS INR2,NSI,
SCANORG.BO,SCAN ORGANICS LTD.,BSE,
ORIENTALTL.BO,ORIENTAL TRIMEX LTD.,BSE,
ORICONENT-EQ.NS,ORICON ENTERPRISES INR2,NSI,
ORTEL.BO,Ortel Communications Limited,BSE,
ORIENTPPR-EQ.NS,ORIENT PAPER & INDUSTRIES LIMIT,NSI,
VINATIORGA.BO,VINATI ORGANICS LTD.,BSE,
PANCHSHEEL.BO,PANCHSHEEL ORGANICS LTD.,BSE,
ORIENTREF.BO,ORIENT REFRACTORIES LTD.,BSE,
ORCHIDPHAR.BO,Orchid Pharma Limited,BSE,
GREENPOWER.BO,ORIENT GREEN POWER COMPANY LTD,BSE,
ORIENTPPR.NS,Orient Paper & Industries Limited,NSI,Home Furnishings & Fixtures
ORIENTREF.NS,Orient Refractories Limited,NSI,Metal Fabrication
ORTEL.NS,Ortel Communications Limited,NSI,CATV Systems
ORTEL-EQ.NS,ORTEL COMMUNICATIO INR10,NSI,
VIBROSO.BO,VIBROS ORGANICS LTD.,BSE,
ORIENTALTL-BE.NS,ORIENTAL TRIMEX LTD INR10,NSI,
ORIENTALTL-EQ.NS,ORIENTAL TRIMEX INR10,NSI,
PANCHSHEEL-EQ.NS,Panchsheel Organics Ltd,NSI,
MEGH.NS,Meghmani Organics Limited,NSI,Agricultural Chemicals
ORICONENT.NS,ORICON ENTERPRISES INR2,NSI,
ORISSAMINE.NS,The Orissa Minerals Development Company Limited,NSI,Industrial Metals & Minerals
UNICORN.BO,UNICORN.BO,BSE,
PNTKYOR.BO,Pentokey Organy (India) Limited,BSE,
GREENPOWER.NS,Orient Green Power Company Limited,NSI,Electric Utilities
MANORG.BO,MANGALAM ORGANICS LIMITED,BSE,
GREENPOWER-EQ.NS,ORIENT GREEN POWER INR10,NSI,
SSORGS.BO,S.S. Organics Limited,BSE,
ORIENTHOT-EQ.NS,ORIENTAL HOTELS LIMITED,NSI,
VINATIORGA.NS,Vinati Organics Limited,NSI,Chemicals - Major Diversified
ORINTIN.BO,ORIENTAL INDUSTRIAL INVESTMENT,BSE,
ORCHIDPHAR.NS,Orchid Pharma Limited,NSI,Drug Manufacturers - Major
ORBITPL.BO,ORBIT POLYESTER LTD.,BSE,
ORIBEVER.BO,Orient Beverages Ltd.,BSE,
ORGINFO.BO,ORG INFORMATICS LTD.,BSE,
ORIENTHOT.NS,Oriental Hotels Limited,NSI,Lodging
MEGH.BO,Meghmani Organics Limited,BSE,
REVAORG.BO,REVATI ORGANICS LTD.,BSE,
ORBITCORP.BO,ORBIT CORPORATION LTD.,BSE,
OROSMITHS.BO,OROSIL SMITHS INDIA LTD.,BSE,
ORIENTHOT.BO,Oriental Hotels Limited,BSE,
OSSWM.BO,Oswal Spinning and Weaving Mills Limited,BSE,
OSWALOR.BO,Oswal Overseas Limited,BSE,
OSIAIND.BO,OSIAN INDUSTRIES LTD.,BSE,
OSEASPR.BO,OSEASPRE CONSULTANTS LTD.,BSE,
OTCO.BO,OTCO International Ltd.,BSE,
OUDHSUG.BO,OUDH SUGAR MILLS LTD.,BSE,
SIGNETIND.NS,Signet Industries Limited,NSI,Rubber & Plastics
UNIMOVR.BO,Unimode Overseas Limited,BSE,
TRIPEXO.BO,TRIPEXO.BO,BSE,
SUNTECHNO.BO,SUN TECHNO OVERSEAS LTD.,BSE,
PRADIP-EQ.NS,PRADIP OVERSEAS LT INR10,NSI,
MARALOVER.NS,Maral Overseas Limited,NSI,Textile Industrial
PRADIP.NS,Pradip Overseas Limited,NSI,Textile Industrial
BANG-BE.NS,BANG OVERSEAS LTD INR10,NSI,
GRMOVER.BO,GRM Overseas Ltd.,BSE,
PRADIP.BO,Pradip Overseas Limited,BSE,
PONDYOXIDE.BO,PONDY OXIDES & CHEMICALS LTD.,BSE,
SARDAPPR.BO,Sarda Papers Limited,BSE,
SANJIVIN.BO,Sanjivani Paranteral Ltd.,BSE,
RUCHIRA.BO,Ruchira Papers Ltd.,BSE,
PRSYNLT.BO,PARAS SYN LT,BSE,
PRATIK.BO,Pratik Panels Ltd.,BSE,
PANKAJPO.BO,Pankaj Polymers Ltd,BSE,
PALSOFT.BO,Palsoft Infosystems Ltd.,BSE,
PAGEIND.NS,Page Industries Limited,NSI,Textile - Apparel Clothing
PADMINIT.BO,PADMINI TECHNOLOGIES LTD.,BSE,
PACIFICI.BO,Pacific Industries Limited,BSE,
PAGEIND.BO,Page Industries Limited,BSE,
PANAMAPET.BO,PANAMA PETROCHEM LTD.,BSE,
RAINBOWPAP.NS,Rainbow Papers Limited,NSI,Paper & Paper Products
SIMPLXPAP.BO,Simplex Papers Ltd.,BSE,
SIBARAUT.BO,Sibar Auto Parts Ltd,BSE,
INDOPACIF.BO,Indo Pacific Projects Limited,BSE,
PANORAMUNI.BO,PANORAMIC UNIVERSAL LTD.,BSE,
PATSPINLTD-EQ.NS,PATSPIN INDIA INR10,NSI,
PALREDTECH-EQ.NS,PALRED TECHNOLOGIE INR10,NSI,
PANKAJPIYUS.BO,Pankaj Piyush Trade & Inv. Ltd,BSE,
PARSVNATH.NS,Parsvnath Developers Limited,NSI,
SARIPNT.BO,SARIKA PAINTS LTD.,BSE,
PARASPETRO-BE.NS,PARAS PETROFILS LTD.,NSI,
PANINDIAC.BO,PAN India Corporation Ltd.,BSE,
PARAPRINT.BO,PARAMOUNT PRINTPACKAGING LTD.,BSE,
PALRED.NS,Palred Technologies Limited,NSI,Information Technology Services
SERVALL.NS,Servalakshmi Paper Limited,NSI,Paper & Paper Products
PARLESOFT.BO,Parle Software Limited,BSE,
PANAMAPET-EQ.NS,PANAMA PETROCHEM LIMITED,NSI,
PITAMBER.BO,PITAMBAR COATED PAPERS LTD.,BSE,
PALREDTECH.NS,PALRED TECHNOLOGIE INR10,NSI,
PASCHIM.BO,PASCHIM PETROCHEM LTD.,BSE,
PARIKSHA.BO,Pariksha Fin-Invest-Lease Limi,BSE,
PANCARBON.BO,PANASONIC CARBON INDIA CO.LTD.,BSE,
PATSPINLTD.BO,PATSPIN INDIA LTD.,BSE,
PANCHMAHQ.BO,"Panchmahal Steels, Ltd.",BSE,
PARACABLES.BO,PARAMOUNT COMMUNICATIONS LTD.,BSE,
RAINBOWPAP.BO,RAINBOW PAPERS LTD.,BSE,
SHALPAINTS-EQ.NS,SHALIMAR PAINTS LIMITED,NSI,
PASHUSEO.BO,PASHUPATI SEOHUNG LTD.,BSE,
PARRYSUGAR.BO,PARRYS SUGAR INDUSTRIES LTD.,BSE,
PATSPINLTD.NS,Patspin India Limited,NSI,Textile Industrial
PRSRSYN-B.BO,PARASRAMPURIA SYNTHETICS LTD.,BSE,
PARAPRINT.NS,Paramount Printpackaging Limited,NSI,Packaging & Containers
PAREKHPLAT.BO,PAREKH PLATINUM LTD.,BSE,
SPECIAPP.BO,Speciality Papers Ltd.,BSE,
SHALPAINTS.NS,Shalimar Paints Limited,NSI,Chemicals - Major Diversified
PALREDTECH-BE.NS,Palred Technologies Ltd,NSI,
PANIDPR.BO,Panther Industrial Products Ltd,BSE,
PADMAIND.BO,Padmanabh Industries Ltd,BSE,
STARPAPER.BO,STAR PAPER MILLS LTD.,BSE,
PADMALAYAT.BO,PADMALAYA TELEFILMS LTD.,BSE,
PARASPETRO-EQ.NS,PARAS PETROFILS LT INR1,NSI,
PASUSPG.BO,Pasupati Spinning & Weaving Mills Limited,BSE,
PRSYNP1.BO,PARAS SYN PP,BSE,
$AUTPA41.BO,AUTO PAL IND,BSE,
MANPAIN.BO,MANSAROVER PAPER & INDUSTRIES,BSE,
PARSVNATH.BO,Parsvnath Developers Limited,BSE,
SHALPAINTS.BO,SHALIMAR PAINTS LTD.,BSE,
PARACABLES.NS,Paramount Communications Limited,NSI,Communication Equipment
PANAFIC.BO,PANAFIC INDUSTRIALS LTD,BSE,
MALUPAPER-EQ.NS,MALU PAPER MILLS LIMITED,NSI,
PARAPRINT-BE.NS,PARAMOUNT PRINTPACK LTD,NSI,
PANKAJPOLY.BO,PANKAJ POLYPACK LTD.,BSE,
PANCHSHEE.NS,PANCHSHEE.NS,NSI,
CHADPAP.BO,CHADHA PAPERS LTD.,BSE,
PANAUTO.BO,PAN AUTO LTD.,BSE,
RAINBOWPAP-EQ.NS,RAINBOW PAPERS LIMITED,NSI,
INNOVTEC.BO,Innovative Tech Pack Ltd.,BSE,
WOMENNET.BO,Pagaria Energy Limited,BSE,
PANAENERG.BO,Panasonic Energy India Company Limited,BSE,
PANAMABBPH.BO,PANAMA*,BSE,
PDUMJEPULP.BO,PUDUMJEE PULP & PAPER MILLS LT,BSE,
SUPRBPA.BO,SUPERB PAPERS LTD.,BSE,
PANORAMUNI-EQ.NS,PANORAMIC UNIVERSL INR5,NSI,
PNTXCHM.BO,PAINTEX CHEMICALS (BOMBAY) LTD,BSE,
PANAMAPET.NS,Panama Petrochem Limited,NSI,Oil & Gas Refining & Marketing
PSCABLE.BO,PASHUPATI CABLES LTD.,BSE,
SERVALL-EQ.NS,SERVALAKSHMI PAPER INR10,NSI,
PARMCOS-B.BO,Paramount Cosmetics (India) Limited,BSE,
PANORAMUNI.NS,Panoramic Universal Limited,NSI,Information Technology Services
PAEL-EQ.NS,PREMIER AUTO ELECT INR10,NSI,
STARPAPER.NS,Star Paper Mills Limited,NSI,Paper & Paper Products
SREESAKHTI.BO,Sree Sakthi Paper Mills Limited,BSE,
SOMAPPR.BO,Soma Papers and Industries Limited,BSE,
SHIVAPPR.BO,SHIVA PAPER MILLS LTD.,BSE,
PAWANSUT.BO,PAWANSUT HOLDINGS LTD.,BSE,
TCPLPACK.BO,TCPL Packaging Limited,BSE,
PBAINFRA.NS,PBA Infrastructure Limited,NSI,General Contractors
PBAINFRA.BO,Pba Infrastructure Ltd.,BSE,
PBMPOLY.BO,PBM Polytex Limited,BSE,
PCS.BO,PCS Technology Limited,BSE,
PCPROD.BO,PC Products India Limited,BSE,
PDUMJEIND-EQ.NS,PUDUMJEE INDUSTRIE INR2,NSI,
PDMJEPAPER.NS,Pudumjee Paper Products Limited,NSI,Packaging & Containers
PDUMJEIND.NS,Pudumjee Industries Limited,NSI,Property Management
PDMJEPAPER.BO,Pudumjee Paper Products Limite,BSE,
PDUMJEIND.BO,PUDUMJEE INDUSTRIES LTD.,BSE,
SPIC.NS,Southern Petrochemical Industries Corporation Limited,NSI,Agricultural Chemicals
SUPPETRO.BO,SUPREME PETROCHEM LTD.,BSE,
PERSCAR.BO,PERSIAN CARPET & TEXTILES LTD.,BSE,
CONTPTR.BO,Continental Petroleums Ltd.,BSE,
INTLNKP.BO,Interlink Petroleum Ltd.,BSE,
PETRONENGG.BO,PETRON ENGINEERING CONSTRUCTIO,BSE,
LINCPENQ.BO,Linc Pen & Plastics Limited,BSE,
RAMAPETRO.BO,RAMA PETROCHEMICALS LTD.,BSE,
$PENTFCD.BO,PENTAF PR-FC,BSE,
LINCPEN.NS,LINC PEN & PLASTIC INR10,NSI,
PERMAGN.BO,Permanent Magnets Limited,BSE,
PEPL.BO,PEARL ENGINEERING POLYMERS LTD,BSE,
PEL.BO,PIRAMAL ENTERPRISES LTD.,BSE,
PETRONENGG.NS,Petron Engineering Construction Limited,NSI,General Contractors
PENTFOR-B.BO,PENTAFOUR PRODUCTS LTD.,BSE,
PNTSF6.BO,PNTSF6.BO,BSE,
PENTAPH.BO,PENTA PHARMADYES LTD.,BSE,
TNPETRO.BO,Tamilnadu Petroproducts Ltd.,BSE,
PEARLPOLY-EQ.NS,PEARL POLYMERS LIMITED,NSI,
PERVASIVE.BO,Pervasive Commodities Limited,BSE,
RAJSPTR.BO,Rajasthan Petro Synthetics Limited,BSE,
PEARLPOLY.BO,PEARL POLYMERS LTD.,BSE,
PEPL.NS,PEARL ENG POL INR10(POST RECON),NSI,
PARASPETRO.BO,PARAS PETROFILS LTD.,BSE,
SARLAPOLY.BO,SARLA PERFORMANCE FIBERS LTD.,BSE,
PEOPLIN.BO,PEOPLES INVESTMENTS LTD.,BSE,
PETPLST.BO,PET PLASTICS LTD.,BSE,
PERFECT-SM.NS,PERFECT INFRAENGIN INR10,NSI,
PENARINBBPH.BO,PENNAR IND*,BSE,
SPIC.BO,SOUTHERN PETROCHEMICALS LTD.,BSE,
PNTASOL-B.BO,PENTAFOUR SOLEC TECHNOLOGY LTD,BSE,
PEARLPOLY.NS,Pearl Polymers Limited,NSI,Packaging & Containers
PENIND.NS,Pennar Industries Limited,NSI,Steel & Iron
LINCPEN-EQ.NS,LINC PEN & PLASTIC INR10,NSI,
PARASPETRO.NS,Paras Petrofils Ltd,NSI,Textile Industrial
SUPPETRO.NS,Supreme Petrochem Limited,NSI,Chemicals - Major Diversified
SPRMPETBBPH.BO,SUPREME PET*,BSE,
CHENNPETRO.NS,Chennai Petroleum Corporation Limited,NSI,Oil & Gas Refining & Marketing
PENPEBS-RL.NS,PENNAR ENGINEERED INR10,NSI,
PERSISTENT.NS,Persistent Systems Limited,NSI,Business Software & Services
PEETISEC.BO,Peeti Securities Ltd,BSE,
CHENNPETRO.BO,Chennai Petroleum Corporation Ltd,BSE,
PENPEBS-BL.NS,PENNAR ENGINEERED INR10,NSI,
TNPETRO.NS,Tamilnadu Petroproducts Limited,NSI,Chemicals - Major Diversified
CONFIPET.BO,Confidence Petroleum India Ltd.,BSE,
PENPEBS-IQ.NS,PENNAR ENGINEERED INR10,NSI,
SPIC-EQ.NS,SOUTHERN PETROCHEMICALS INDUSTR,NSI,
MANALIPETC-EQ.NS,MANALI PETROCHEMS INR5,NSI,
PENNARBBPH.BO,PENNARIND*,BSE,
PRIMEPT.BO,PRIME PETRO PRODUCTS LTD.,BSE,
SHAYONA.BO,SHAYONA PETROCHEM LTD.,BSE,
PERFEPA.BO,Perfectpac Ltd.,BSE,
PENIND.BO,PENNAR INDUSTRIES LTD.,BSE,
MANALIPETC.NS,Manali Petrochemicals Limited,NSI,Chemicals - Major Diversified
PENTA6.BO,PENTAMEDIA GRAPHICS LTD,BSE,
PFIZER.NS,Pfizer Limited,NSI,Drug Manufacturers - Major
PFC.BO,Power Finance Corporation Limited,BSE,
PFLINFOTC.BO,PFL Infotech Ltd,BSE,
PFIZER.BO,Pfizer Limited,BSE,
PFIZER6.BO,PFIZER6.BO,BSE,
PGINDST.BO,PG INDUSTRY LTD.,BSE,
SMSPHARMA.NS,SMS Pharmaceuticals Limited,NSI,Drug Manufacturers - Major
SMSPHARMA.BO,SMS Pharmaceuticals Limited,BSE,
RELISH.BO,Relish Pharmaceuticals Limited,BSE,
PLETHICO.BO,Plethico Pharmaceuticals Limited,BSE,
PHARMAID.BO,Pharmaids Pharmaceuticals Ltd.,BSE,
SUNPHARMA.BO,Sun Pharmaceutical Industries Limited,BSE,
SURYAPHARM.BO,SURYA PHARMACEUTICAL LTD.,BSE,
LINCOLN-EQ.NS,LINCOLN PHARMA LTD INR10,NSI,
PHCAP.BO,PH Capital Ltd.,BSE,
PHTRADING.BO,PH TRADING LTD.,BSE,
BACPHAR.BO,Bacil Pharma Ltd,BSE,
SUNPHARMA-EQ.NS,SUN PHARMACEUTICALS INDUSTRIES,NSI,
TORNTPHARM.NS,Torrent Pharmaceuticals Limited,NSI,Drug Manufacturers - Major
SHASUNPHAR.BO,SHASUNPHAR.BO,BSE,
PLETHICO-BZ.NS,PLETHICO PHARMACE LIMITED,NSI,
SUPHA.BO,SUPRIYA PHARMACEUTICALS LTD.,BSE,
SWORDNSH.BO,SWORD & SHIELD PHARMA LTD.,BSE,
PIRPHYTO-EQ.NS,PIRAMAL PHYTOCARE INR10,NSI,
SHREEJIPHOS.BO,SHREEJI PHOSPHATE LTD.,BSE,
RICHLNP.BO,RICHLINE PHARMA LTD.,BSE,
PLETHICO.NS,Plethico Pharmaceuticals Limited,NSI,
PHL.BO,Pneumatic Holdings Limited,BSE,
PLETHICO-BE.NS,PLETHICO PHARMA INR10,NSI,
TORNTPHARM6.BO,TORNTPHARM6.BO,BSE,
TORNTPHARM.BO,TORRENT PHARMACEUTICALS LTD.,BSE,
SHASUNPHAR-EQ.NS,SHASUN PHARMACEUTICALS LIMITED,NSI,
VISTAPH.BO,Vista Pharmaceuticals Limited,BSE,
TWILITAKA.BO,Twilight Litaka Pharma Limited,BSE,
PIRPHYTO.NS,Piramal Phytocare Limited,NSI,Drugs - Generic
SANDUPHQ.BO,Sandu Pharmaceuticals Limited,BSE,
RAMAPHO.BO,Rama Phosphates Limited,BSE,
PHOENXINTL.BO,PHOENIX INTERNATIONAL LTD.,BSE,
SAMRATPH.BO,Samrat Pharmachem Limited,BSE,
BAFNAPHARM.BO,BAFNA PHARMACEUTICALS LTD.,BSE,
$PHOEQWA.BO,PHOENIX-E-W,BSE,
TOHELPH.BO,TOHEAL PHARMACHEM LTD.,BSE,
PHOENIXTN.BO,PHOENIX TOWNSHIP LTD,BSE,
SMSPHARMA-EQ.NS,SMS PHARMACEUTICALS LIMITED,NSI,
POLARPH.BO,POLAR PHARMA INDIA LTD.,BSE,
SURYAPHARM-BZ.NS,SURYA PHARMACEUTICAL LTD.,NSI,
PHRMASI.BO,Phaarmasia Limited,BSE,
BALPHARMA.NS,Bal Pharma Limited,NSI,Drugs - Generic
BALPHARMA.BO,BAL PHARMA LTD.,BSE,
LINCOLN.NS,LINCOLN PHARMA LTD INR10,NSI,
PHOTON.BO,Photon Capital Advisors Ltd.,BSE,
VYSLIPH.BO,VYSALI PHARMACEUTICALS LTD.,BSE,
PHYTO.BO,Phyto Chem (India) Limited,BSE,
PIRPHYTO.BO,PIRAMAL PHYTOCARE LIMITED,BSE,
SUNPHARMA4.BO,SUNPHARMA4.BO,BSE,
AUROPHARMA.BO,AUROBINDO PHARMA LTD.,BSE,
PIXTRANS.BO,Pix Transmissions Ltd.,BSE,
PIONRINV.BO,Pioneer Investcorp Limited,BSE,
PIIND.NS,PI Industries Limited,NSI,Agricultural Chemicals
PIDILITIND.BO,Pidilite Industries Limited,BSE,
PILANIINVS.NS,Pilani Investment and Industries Corporation Limited,NSI,Asset Management
PODARPIGQ.BO,Poddar Pigments Limited,BSE,
AUTOPINS.BO,AUTO PINS (INDIA) LTD.,BSE,
PILANIINVS-EQ.NS,PILANI INVESTMENT INR10.00,NSI,
PINKCHM.BO,PINKY CHEMICALS LTD.,BSE,
PODDARBBPH.BO,PODDAR PIG*,BSE,
PIDILITIND-EQ.NS,PIDILITE INDUSTRIE INR1(POST SU,NSI,
TEXMOPIPES.BO,Texmo Pipes and Products Limited,BSE,
SRIPIPES.BO,Srikalahasthi Pipes Limited,BSE,
SRIPIPES.NS,Srikalahasthi Pipes Limited,NSI,Metal Fabrication
PREMPIPES.BO,PREMIER PIPES LTD.,BSE,
PIIND.BO,P.I.INDUSTRIES LTD.,BSE,
ULTRAMAR.BO,Ultramarine & Pigments Ltd.,BSE,
PIDILITIND.NS,Pidilite Industries Limited,NSI,Specialty Chemicals
PIYUSHT.BO,PIYUSH STEELS LTD.,BSE,
PITHP.BO,Pithampur Poly Products Ltd,BSE,
TEXMOPIPES.NS,Texmo Pipes and Products Limited,NSI,Rubber & Plastics
SRIPIPES-EQ.NS,SRIKALAHASTHI PIPE INR10,NSI,
PINCON.BO,Pincon Spirit Limited,BSE,
PKTEA-BE.NS,The P K Tea Prod Co Ltd,NSI,
SKIPLAS.BO,SKIP PLASTICS LTD.,BSE,
SANDPLAST.BO,Sand Plast India Ltd,BSE,
PROMACT.BO,Promact Plastics Limited,BSE,
PRIMAPLA.BO,Prima Plastics Ltd.,BSE,
PLASTIBLEN.NS,Plastiblends India Ltd.,NSI,Specialty Chemicals
TAINWALCHM.BO,TAINWALA CHEMICALS & PLASTICS,BSE,
PMTELELIN.BO,PM Telelinnks Ltd,BSE,
PNCINFRA.NS,PNC Infratech Limited,NSI,Heavy Construction
PNEUMATIC.NS,Pneumatic Holdings Limited,NSI,
PNCINFRA-EQ.NS,PNC INFRATECH LTD INR2,NSI,
PNCINFRA.BO,PNC Infratech Limited,BSE,
POLYPLEX.BO,Polyplex Corporation Limited,BSE,
POLYCON.BO,Polycon International Ltd.,BSE,
POLARIS.NS,Polaris Consulting & Services Limited,NSI,Business Software & Services
POLARIS.BO,Polaris Consulting & Services Limited,BSE,
SWADPOL.BO,Swadeshi Polytex Ltd.,BSE,
TIJARIA.BO,TIJARIA POLYPIPES LTD.,BSE,
ADANIPOWER6.BO,ADANIPOWER6.BO,BSE,
RTSPOWR.BO,RTS Power Corporation Ltd.,BSE,
STARLIT.BO,Starlit Power Systems Limited,BSE,
PONNIERODE.NS,Ponni Sugars (Erode) Limited,NSI,Confectioners
STERPOW.BO,STERLING POWERGENSYS LTD,BSE,
TIJARIA-BE.NS,TIJARIA POLYPIPES LTD INR10,NSI,
PREMIERPOL.NS,Premier Polyfilm Ltd.,NSI,Rubber & Plastics
DELTAPO.BO,DELTA POLYSTERS LTD.,BSE,
POLSON.BO,Polson Ltd.,BSE,
POLYMED.BO,POLY MEDICURE LTD.,BSE,
SEPOWER-EQ.NS,S.E. POWER LIMITED,NSI,
BRIPORT.BO,Brilliant Portfolios Ltd.,BSE,
POCHIRAJU.NS,Pochiraju Industries Limited,NSI,Farm Products
RAMGOPOLY.BO,RAMGOPAL POLYTEX LTD.,BSE,
TORNTPOWER6.BO,TORNTPOWER6.BO,BSE,
POLYTEX.BO,POLYTEX INDIA LTD.,BSE,
RTNPOWER-EQ.NS,RATTANINDIA POWER INR10,NSI,
PREMIERPOL-BE.NS,PREMIER POLYFILM L INR5,NSI,
POLYPLEX.NS,Polyplex Corporation Limited,NSI,Packaging & Containers
SOUTHPO.BO,SOUTH POLE SECURITIES LTD.,BSE,
POLYMAC.BO,POLYMAC THERMOFORMERS LTD,BSE,
POCHIRAJU.BO,Pochiraju Industries Ltd.,BSE,
HONDAPOWER.NS,Honda Siel Power Products Limited,NSI,Diversified Machinery
PONNIERODE.BO,PONNI SUGARS (ERODE) LTD.,BSE,
POLYCHMP.BO,"Polymechplast Machines, Ltd.",BSE,
RPOWER.NS,Reliance Power Limited,NSI,Diversified Utilities
VARDMNPOLY.NS,Vardhman Polytex Limited,NSI,Textile Industrial
POKARNA.BO,Pokarna Ltd.,BSE,
VIRPOLY.BO,VIRGO POLYMERS (INDIA) LTD.,BSE,
MAHAPOL.BO,Maharashtra Polybutenes Ltd.,BSE,
VENUSPOWR.BO,VENUS POWER VENTURES (INDIA) L,BSE,
VALLABH.BO,VALLABH POLY-PLAST INTERNATION,BSE,
SURYACHAKRA.BO,Suryachakra Power Corporation Limited,BSE,
TORNTPOWER.NS,Torrent Power Limited,NSI,Electric Utilities
RTNPOWER.BO,RATTANINDIA POWER LTD.,BSE,
S&SPOWER.BO,S&S POWER SWITCHGEAR LTD.,BSE,
RTNPOWER.NS,RattanIndia Power Limited,NSI,Electric Utilities
SEPOWER.BO,S.E. POWER LTD.,BSE,
PREMIERPOL.BO,PREMIER POLYFILM LTD.,BSE,
TORNTPOWER.BO,TORRENT POWER LTD.,BSE,
SEPOWER.NS,S. E. Power Limited,NSI,Electric Utilities
POLARIND.BO,POLAR INDUSTRIES LTD.,BSE,
RAJPOLY.BO,RAJASTHAN POLYESTERS LTD.,BSE,
POEL.BO,POCL ENTERPRISES LTD,BSE,
VIKASHMET.BO,VIKASH METAL & POWER LTD.,BSE,
VIVIDHA-EQ.NS,VISAGAR POLYTEX INR1,NSI,
MIDPOLY.BO,MIDLAND POLYMERS LTD.,BSE,
POWERMECH.NS,Power Mech Projects Limited,NSI,General Contractors
INDPOLYS.BO,INDIA POLYSPIN LTD.,BSE,
MIDEASTP.BO,Mideast Portfolio Management Limited,BSE,
VIKASHMET.NS,VIKASHMET.NS,NSI,
SPYL.BO,SHEKHAWATI POLY-YARN LTD.,BSE,
TDPOWERSYS.BO,T D POWER SYSTEMS LTD.,BSE,
